fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.02564102564102564,0.9646164009061278
0.0,0.1282051282051282,0.9474713596220903
0.014084507042253521,0.1282051282051282,0.9462716321076222
0.014084507042253521,0.41025641025641024,0.908306801076613
0.028169014084507043,0.41025641025641024,0.9069558188091078
0.028169014084507043,0.4358974358974359,0.9012493118615857
0.04225352112676056,0.4358974358974359,0.9005598613944177
0.04225352112676056,0.5384615384615384,0.8703125142183009
0.056338028169014086,0.5384615384615384,0.8651088460498843
0.056338028169014086,0.6153846153846154,0.8475117687593642
0.08450704225352113,0.6153846153846154,0.8273768707882023
0.08450704225352113,0.6410256410256411,0.8178216431126856
0.09859154929577464,0.6410256410256411,0.7981356726196736
0.09859154929577464,0.6923076923076923,0.7762243706759027
0.15492957746478872,0.6923076923076923,0.7405790954925843
0.15492957746478872,0.717948717948718,0.7238096254883807
0.16901408450704225,0.717948717948718,0.7162701060696641
0.16901408450704225,0.7692307692307693,0.6703411664485351
0.18309859154929578,0.7692307692307693,0.6666409134248387
0.18309859154929578,0.8205128205128205,0.6625128390817776
0.2535211267605634,0.8205128205128205,0.6114889683449706
0.2535211267605634,0.8461538461538461,0.6097429618200195
0.28169014084507044,0.8461538461538461,0.5648338990159141
0.28169014084507044,0.8717948717948718,0.5493802753134159
0.323943661971831,0.8717948717948718,0.5229428016348072
0.323943661971831,0.8974358974358975,0.5
0.4225352112676056,0.8974358974358975,0.37333398889387903
0.4225352112676056,0.9230769230769231,0.34882785543488987
0.5492957746478874,0.9230769230769231,0.2507091928144425
0.5492957746478874,0.9487179487179487,0.24261880863546226
0.5774647887323944,0.9487179487179487,0.2128588937089723
0.6056338028169014,0.9487179487179487,0.21123941541813834
0.6338028169014085,0.9487179487179487,0.19179677064013365
0.6338028169014085,0.9743589743589743,0.17841745632188136
0.971830985915493,0.9743589743589743,0.05568435549935828
0.971830985915493,1.0,0.05341142902991264
1.0,1.0,0.047214980152509994
